key,Bulk_id,symbol,Surface,in_domain,Bulk_concentration,surface_concentration,Crystal System,Point Group,EqV2_predicted_H_ads_E,single_point_DFT_H_ads_E
mp-2002_H_2_111,mp-2002,Cu3Sb,111,True,"{'Cu': 75.0, 'Sb': 25.0}",{'Cu': 100.0},Cubic,Fm3m,-0.208984375,-0.11115473
mp-1225009_H_3_111,mp-1225009,Fe6Ni4,111,True,"{'Fe': 60.0, 'Ni': 40.0}","{'Fe': 58.333333333333336, 'Ni': 41.66666666666667}",Tetragonal,P4mmm,-0.37890625,-0.50030114
mp-2083_H_1_111,mp-2083,Sn2Ir,111,True,"{'Ir': 33.33333333333333, 'Sn': 66.66666666666666}","{'Ir': 33.33333333333333, 'Sn': 66.66666666666666}",Cubic,Fm3m,-0.208984375,-0.22550031
mp-1521_H_4_111,mp-1521,Sb14Mo6,111,True,"{'Mo': 30.0, 'Sb': 70.0}","{'Mo': 28.000000000000004, 'Sb': 72.0}",Cubic,Im3m,-0.10546875,-0.23785692
mp-1521_H_3_111,mp-1521,Sb14Mo6,111,True,"{'Mo': 30.0, 'Sb': 70.0}","{'Mo': 31.57894736842105, 'Sb': 68.42105263157895}",Cubic,Im3m,-0.1572265625,-0.2544185
mp-1225009_H_5_111,mp-1225009,Fe6Ni4,111,True,"{'Fe': 60.0, 'Ni': 40.0}","{'Fe': 58.333333333333336, 'Ni': 41.66666666666667}",Tetragonal,P4mmm,-0.435302734375,-0.42677769
mp-1601_H_1_111,mp-1601,TaRu,111,True,"{'Ru': 50.0, 'Ta': 50.0}","{'Ru': 33.33333333333333, 'Ta': 66.66666666666666}",Tetragonal,P4mmm,-0.390625,-0.36332534
mp-2083_H_0_111,mp-2083,Sn2Ir,111,True,"{'Ir': 33.33333333333333, 'Sn': 66.66666666666666}","{'Ir': 50.0, 'Sn': 50.0}",Cubic,Fm3m,-0.1708984375,-0.20602001
mp-30846_H_1_111,mp-30846,Sn6Pt4,111,True,"{'Pt': 40.0, 'Sn': 60.0}","{'Pt': 28.57142857142857, 'Sn': 71.42857142857143}",Hexagonal,P63mmc,-0.14404296875,-0.12218506
mp-22344_H_4_111,mp-22344,Sn14Ru6,111,True,"{'Ru': 30.0, 'Sn': 70.0}","{'Ru': 21.428571428571427, 'Sn': 78.57142857142857}",Cubic,Im3m,-0.24560546875,-0.31897031
mp-22344_H_3_111,mp-22344,Sn14Ru6,111,True,"{'Ru': 30.0, 'Sn': 70.0}","{'Ru': 30.0, 'Sn': 70.0}",Cubic,Im3m,-0.258544921875,-0.27673768
mp-30846_H_0_111,mp-30846,Sn6Pt4,111,True,"{'Pt': 40.0, 'Sn': 60.0}","{'Pt': 28.57142857142857, 'Sn': 71.42857142857143}",Hexagonal,P63mmc,-0.150390625,-0.1626279
mp-9835_H_0_111,mp-9835,Co2Sb4,111,True,"{'Co': 33.33333333333333, 'Sb': 66.66666666666666}","{'Co': 33.33333333333333, 'Sb': 66.66666666666666}",Orthorhombic,Pnnm,-0.294189453125,-0.28726048
mp-1078699_H_4_111,mp-1078699,Nb2Pt6,111,True,"{'Nb': 25.0, 'Pt': 75.0}","{'Nb': 28.57142857142857, 'Pt': 71.42857142857143}",Orthorhombic,Pmmn,-0.416259765625,-0.39266955
mp-22040_H_2_111,mp-22040,Sn14Ir6,111,True,"{'Ir': 30.0, 'Sn': 70.0}","{'Ir': 30.0, 'Sn': 70.0}",Cubic,Im3m,-0.22119140625,-0.23066295
mp-976847_H_0_111,mp-976847,Ni3Sb,111,True,"{'Ni': 75.0, 'Sb': 25.0}","{'Ni': 75.0, 'Sb': 25.0}",Cubic,Pm3m,-0.54052734375,-0.46233144
mp-510219_H_1_111,mp-510219,Sn4Ru2,111,True,"{'Ru': 33.33333333333333, 'Sn': 66.66666666666666}","{'Ru': 22.22222222222222, 'Sn': 77.77777777777779}",Tetragonal,I4mcm,-0.1513671875,-0.11587297
mp-9835_H_1_111,mp-9835,Co2Sb4,111,True,"{'Co': 33.33333333333333, 'Sb': 66.66666666666666}","{'Co': 28.57142857142857, 'Sb': 71.42857142857143}",Orthorhombic,Pnnm,-0.1708984375,-0.11958801
mp-1187196_H_1_111,mp-1187196,Ta3Ir,111,True,"{'Ir': 25.0, 'Ta': 75.0}","{'Ir': 33.33333333333333, 'Ta': 66.66666666666666}",Cubic,Fm3m,-0.1572265625,-0.10802998
mp-510219_H_0_111,mp-510219,Sn4Ru2,111,True,"{'Ru': 33.33333333333333, 'Sn': 66.66666666666666}","{'Ru': 22.22222222222222, 'Sn': 77.77777777777779}",Tetragonal,I4mcm,-0.31884765625,-0.23881279
mp-22040_H_3_111,mp-22040,Sn14Ir6,111,True,"{'Ir': 30.0, 'Sn': 70.0}","{'Ir': 21.428571428571427, 'Sn': 78.57142857142857}",Cubic,Im3m,-0.3603515625,1.56474058
mp-12107_H_0_111,mp-12107,TiPt3,111,True,"{'Pt': 75.0, 'Ti': 25.0}","{'Pt': 75.0, 'Ti': 25.0}",Cubic,Pm3m,-0.3955078125,-0.39700759
mp-20928_H_4_111,mp-20928,Sb4Ru2,111,True,"{'Ru': 33.33333333333333, 'Sb': 66.66666666666666}","{'Ru': 25.0, 'Sb': 75.0}",Orthorhombic,Pnnm,-0.169921875,-0.12437973
mp-20900_H_4_111,mp-20900,Cu6Sb2,111,True,"{'Cu': 75.0, 'Sb': 25.0}","{'Cu': 75.0, 'Sb': 25.0}",Orthorhombic,Pmmn,-0.25341796875,-0.22175443
mp-20900_H_3_111,mp-20900,Cu6Sb2,111,True,"{'Cu': 75.0, 'Sb': 25.0}","{'Cu': 62.5, 'Sb': 37.5}",Orthorhombic,Pmmn,-0.05810546875,-0.00705906
mp-432_H_0_111,mp-432,NbRu,111,True,"{'Nb': 50.0, 'Ru': 50.0}","{'Nb': 66.66666666666666, 'Ru': 33.33333333333333}",Tetragonal,P4mmm,-0.30859375,-0.27680486
mp-20900_H_5_111,mp-20900,Cu6Sb2,111,True,"{'Cu': 75.0, 'Sb': 25.0}","{'Cu': 71.42857142857143, 'Sb': 28.57142857142857}",Orthorhombic,Pmmn,-0.13525390625,-0.11596331
mp-949_H_0_111,mp-949,Co2Pt2,111,True,"{'Co': 50.0, 'Pt': 50.0}","{'Co': 66.66666666666666, 'Pt': 33.33333333333333}",Tetragonal,P4mmm,-0.40087890625,-0.39662886
mp-1078755_H_0_111,mp-1078755,Sb2Pt6,111,True,"{'Pt': 75.0, 'Sb': 25.0}","{'Pt': 75.0, 'Sb': 25.0}",Tetragonal,I4mmm,-0.98828125,-0.97882071
mp-1521_H_0_111,mp-1521,Sb14Mo6,111,True,"{'Mo': 30.0, 'Sb': 70.0}","{'Mo': 31.57894736842105, 'Sb': 68.42105263157895}",Cubic,Im3m,-0.13525390625,-0.11520315
mp-11523_H_3_111,mp-11523,Ni3Sn,111,True,"{'Ni': 75.0, 'Sn': 25.0}","{'Ni': 66.66666666666666, 'Sn': 33.33333333333333}",Cubic,Fm3m,-0.384033203125,-0.39137832
mp-1225009_H_9_111,mp-1225009,Fe6Ni4,111,True,"{'Fe': 60.0, 'Ni': 40.0}","{'Fe': 58.333333333333336, 'Ni': 41.66666666666667}",Tetragonal,P4mmm,-0.365966796875,-0.50845262
mp-1225009_H_7_111,mp-1225009,Fe6Ni4,111,True,"{'Fe': 60.0, 'Ni': 40.0}","{'Fe': 58.333333333333336, 'Ni': 41.66666666666667}",Tetragonal,P4mmm,-0.357421875,-0.40375855
mp-1521_H_1_111,mp-1521,Sb14Mo6,111,True,"{'Mo': 30.0, 'Sb': 70.0}","{'Mo': 30.0, 'Sb': 70.0}",Cubic,Im3m,-0.19775390625,-0.44316829
mp-823_H_0_111,mp-823,TiCo,111,True,"{'Co': 50.0, 'Ti': 50.0}","{'Co': 33.33333333333333, 'Ti': 66.66666666666666}",Cubic,Pm3m,-0.38720703125,-0.35296359
mp-30846_H_2_111,mp-30846,Sn6Pt4,111,True,"{'Pt': 40.0, 'Sn': 60.0}","{'Pt': 33.33333333333333, 'Sn': 66.66666666666666}",Hexagonal,P63mmc,-0.1416015625,-0.13512982
mp-1187204_H_0_111,mp-1187204,Ta3Pt,111,True,"{'Pt': 25.0, 'Ta': 75.0}","{'Pt': 33.33333333333333, 'Ta': 66.66666666666666}",Cubic,Fm3m,-0.369140625,-0.33927043
mp-12086_H_0_111,mp-12086,Cu3Pt,111,True,"{'Cu': 75.0, 'Pt': 25.0}","{'Cu': 75.0, 'Pt': 25.0}",Cubic,Pm3m,-0.27685546875,-0.26777358
mp-30850_H_2_111,mp-30850,Ta2Pt6,111,True,"{'Pt': 75.0, 'Ta': 25.0}","{'Pt': 85.71428571428571, 'Ta': 14.285714285714285}",Orthorhombic,Pmmn,-0.52392578125,-0.5220766
mp-571_H_0_111,mp-571,TiNi,111,True,"{'Ni': 50.0, 'Ti': 50.0}","{'Ni': 66.66666666666666, 'Ti': 33.33333333333333}",Cubic,Pm3m,-0.359619140625,-0.35029925
mp-1187204_H_1_111,mp-1187204,Ta3Pt,111,True,"{'Pt': 25.0, 'Ta': 75.0}","{'Pt': 33.33333333333333, 'Ta': 66.66666666666666}",Cubic,Fm3m,-0.1962890625,-0.35420275
mp-30846_H_3_111,mp-30846,Sn6Pt4,111,True,"{'Pt': 40.0, 'Sn': 60.0}","{'Pt': 33.33333333333333, 'Sn': 66.66666666666666}",Hexagonal,P63mmc,-0.2158203125,-0.19336045
mp-30846_H_4_111,mp-30846,Sn6Pt4,111,True,"{'Pt': 40.0, 'Sn': 60.0}","{'Pt': 26.666666666666668, 'Sn': 73.33333333333333}",Hexagonal,P63mmc,-0.15380859375,-0.13700829
mp-510219_H_2_111,mp-510219,Sn4Ru2,111,True,"{'Ru': 33.33333333333333, 'Sn': 66.66666666666666}","{'Ru': 40.0, 'Sn': 60.0}",Tetragonal,I4mcm,-0.283203125,-0.24754766
mp-11516_H_0_111,mp-11516,NbRu,111,True,"{'Nb': 50.0, 'Ru': 50.0}","{'Nb': 66.66666666666666, 'Ru': 33.33333333333333}",Cubic,Pm3m,-0.37939453125,-0.50428387
mp-568_H_3_111,mp-568,Ti2Sb4,111,True,"{'Sb': 66.66666666666666, 'Ti': 33.33333333333333}","{'Sb': 60.0, 'Ti': 40.0}",Tetragonal,I4mcm,-0.358154296875,-0.31648766
mp-1030_H_1_111,mp-1030,SbPt7,111,True,"{'Pt': 87.5, 'Sb': 12.5}",{'Pt': 100.0},Cubic,Fm3m,-0.3994140625,-0.39613943
mp-2260_H_0_111,mp-2260,FePt,111,True,"{'Fe': 50.0, 'Pt': 50.0}","{'Fe': 66.66666666666666, 'Pt': 33.33333333333333}",Tetragonal,P4mmm,-0.33349609375,-0.35680868
mp-22040_H_0_111,mp-22040,Sn14Ir6,111,True,"{'Ir': 30.0, 'Sn': 70.0}","{'Ir': 30.0, 'Sn': 70.0}",Cubic,Im3m,-0.2353515625,-0.23785981
mp-510219_H_3_111,mp-510219,Sn4Ru2,111,True,"{'Ru': 33.33333333333333, 'Sn': 66.66666666666666}","{'Ru': 36.36363636363637, 'Sn': 63.63636363636363}",Tetragonal,I4mcm,-0.3251953125,-0.3511142
mp-10596_H_0_111,mp-10596,FeIr3,111,True,"{'Fe': 25.0, 'Ir': 75.0}","{'Fe': 25.0, 'Ir': 75.0}",Cubic,Pm3m,-0.332275390625,-0.34443804
mp-1030_H_0_111,mp-1030,SbPt7,111,True,"{'Pt': 87.5, 'Sb': 12.5}","{'Pt': 75.0, 'Sb': 25.0}",Cubic,Fm3m,-0.3896484375,-0.37518837
mp-12608_H_1_111,mp-12608,CuPt7,111,True,"{'Cu': 12.5, 'Pt': 87.5}","{'Cu': 25.0, 'Pt': 75.0}",Cubic,Fm3m,-0.430908203125,-0.44665959
mp-1078755_H_2_111,mp-1078755,Sb2Pt6,111,True,"{'Pt': 75.0, 'Sb': 25.0}","{'Pt': 75.0, 'Sb': 25.0}",Tetragonal,I4mmm,-0.33984375,-0.49314663
mp-1221425_H_0_111,mp-1221425,MoPt3,111,True,"{'Mo': 25.0, 'Pt': 75.0}","{'Mo': 25.0, 'Pt': 75.0}",Trigonal,R3m,-0.39111328125,-0.37736081
mp-1235_H_1_111,mp-1235,Ti2Ir2,111,True,"{'Ir': 50.0, 'Ti': 50.0}","{'Ir': 33.33333333333333, 'Ti': 66.66666666666666}",Tetragonal,P4mmm,-0.2744140625,-0.27916025
mp-12594_H_1_111,mp-12594,TiIr,111,True,"{'Ir': 50.0, 'Ti': 50.0}","{'Ir': 33.33333333333333, 'Ti': 66.66666666666666}",Cubic,Pm3m,-0.10888671875,-0.03952446
mp-1120769_H_0_111,mp-1120769,RuPt,111,True,"{'Pt': 50.0, 'Ru': 50.0}","{'Pt': 33.33333333333333, 'Ru': 66.66666666666666}",Tetragonal,P4mmm,-0.337890625,-0.35898984
mp-10260_H_3_111,mp-10260,Ni3Sb,111,True,"{'Ni': 75.0, 'Sb': 25.0}","{'Ni': 66.66666666666666, 'Sb': 33.33333333333333}",Cubic,Fm3m,-0.3759765625,-0.39326473
mp-20900_H_0_111,mp-20900,Cu6Sb2,111,True,"{'Cu': 75.0, 'Sb': 25.0}","{'Cu': 71.42857142857143, 'Sb': 28.57142857142857}",Orthorhombic,Pmmn,-0.22021484375,-0.19245057
mp-1078755_H_3_111,mp-1078755,Sb2Pt6,111,True,"{'Pt': 75.0, 'Sb': 25.0}","{'Pt': 75.0, 'Sb': 25.0}",Tetragonal,I4mmm,-0.4296875,-0.45602301
mp-12608_H_0_111,mp-12608,CuPt7,111,True,"{'Cu': 12.5, 'Pt': 87.5}",{'Pt': 100.0},Cubic,Fm3m,-0.3359375,-0.31530956
mp-1180_H_0_111,mp-1180,MnPt3,111,True,"{'Mn': 25.0, 'Pt': 75.0}","{'Mn': 25.0, 'Pt': 75.0}",Cubic,Pm3m,-0.31201171875,-0.31462157
mp-922_H_0_111,mp-922,CoPt3,111,True,"{'Co': 25.0, 'Pt': 75.0}","{'Co': 25.0, 'Pt': 75.0}",Cubic,Pm3m,-0.36669921875,-0.36066429
mp-20900_H_1_111,mp-20900,Cu6Sb2,111,True,"{'Cu': 75.0, 'Sb': 25.0}","{'Cu': 83.33333333333334, 'Sb': 16.666666666666664}",Orthorhombic,Pmmn,-0.18310546875,-0.11135046
mp-1601_H_0_100,mp-1601,RuTa,100,True,"{'Ru': 50.0, 'Ta': 50.0}","{'Ru': 50.0, 'Ta': 50.0}",Tetragonal,P4mmm,-0.26708984375,-0.24850731
mp-12798_H_1_100,mp-12798,Ni3Pt,100,True,"{'Ni': 75.0, 'Pt': 25.0}","{'Ni': 75.0, 'Pt': 25.0}",Cubic,Pm3m,-0.395751953125,-0.43234012
mp-2083_H_1_100,mp-2083,Sn2Ir,100,True,"{'Ir': 33.33333333333333, 'Sn': 66.66666666666666}","{'Ir': 33.33333333333333, 'Sn': 66.66666666666666}",Cubic,Fm3m,-0.2890625,-0.27343499
mp-1186016_H_0_100,mp-1186016,Mo3Pt,100,True,"{'Mo': 75.0, 'Pt': 25.0}","{'Mo': 75.0, 'Pt': 25.0}",Cubic,Pm3m,-0.26806640625,-0.22241239
mp-12798_H_0_100,mp-12798,Ni3Pt,100,True,"{'Ni': 75.0, 'Pt': 25.0}","{'Ni': 75.0, 'Pt': 25.0}",Cubic,Pm3m,-0.35107421875,-0.32702387
mp-30850_H_0_100,mp-30850,Ta2Pt6,100,True,"{'Pt': 75.0, 'Ta': 25.0}","{'Pt': 75.0, 'Ta': 25.0}",Orthorhombic,Pmmn,-0.341552734375,-0.26660346
mp-22344_H_3_100,mp-22344,Ru6Sn14,100,True,"{'Ru': 30.0, 'Sn': 70.0}","{'Ru': 9.090909090909092, 'Sn': 90.9090909090909}",Cubic,Im3m,-0.301513671875,-0.46572262
mp-10598_H_0_100,mp-10598,Cu2Sn2,100,True,"{'Cu': 50.0, 'Sn': 50.0}","{'Cu': 50.0, 'Sn': 50.0}",Hexagonal,P63mmc,-0.2783203125,-0.29484526
mp-22344_H_2_100,mp-22344,Ru6Sn14,100,True,"{'Ru': 30.0, 'Sn': 70.0}","{'Ru': 16.666666666666664, 'Sn': 83.33333333333334}",Cubic,Im3m,-0.1767578125,-0.08022688
mp-9835_H_0_100,mp-9835,Co2Sb4,100,True,"{'Co': 33.33333333333333, 'Sb': 66.66666666666666}","{'Co': 33.33333333333333, 'Sb': 66.66666666666666}",Orthorhombic,Pnnm,-0.17333984375,-0.1494465
mp-22040_H_2_100,mp-22040,Sn14Ir6,100,True,"{'Ir': 30.0, 'Sn': 70.0}","{'Ir': 16.666666666666664, 'Sn': 83.33333333333334}",Cubic,Im3m,-0.273193359375,-0.19022262
mp-1185931_H_5_100,mp-1185931,Mn6Pt2,100,True,"{'Mn': 75.0, 'Pt': 25.0}","{'Mn': 71.42857142857143, 'Pt': 28.57142857142857}",Hexagonal,P63mmc,-0.1357421875,0.01722152
mp-1649_H_0_100,mp-1649,Fe3Pt,100,True,"{'Fe': 75.0, 'Pt': 25.0}","{'Fe': 75.0, 'Pt': 25.0}",Cubic,Pm3m,-0.282470703125,-0.27252652
mp-1185931_H_3_100,mp-1185931,Mn6Pt2,100,True,"{'Mn': 75.0, 'Pt': 25.0}","{'Mn': 85.71428571428571, 'Pt': 14.285714285714285}",Hexagonal,P63mmc,-0.398193359375,-0.37588577
mp-568_H_1_100,mp-568,Ti2Sb4,100,True,"{'Sb': 66.66666666666666, 'Ti': 33.33333333333333}","{'Sb': 66.66666666666666, 'Ti': 33.33333333333333}",Tetragonal,I4mcm,-0.293701171875,-0.28707234
mp-1187219_H_0_100,mp-1187219,Ta3Pt,100,True,"{'Pt': 25.0, 'Ta': 75.0}","{'Pt': 50.0, 'Ta': 50.0}",Cubic,Pm3m,-0.322021484375,-0.30774602
mp-592_H_1_100,mp-592,TiRu,100,True,"{'Ru': 50.0, 'Ti': 50.0}","{'Ru': 50.0, 'Ti': 50.0}",Cubic,Pm3m,-0.365966796875,-0.3980911
mp-1100766_H_0_100,mp-1100766,Ni3Pt,100,True,"{'Ni': 75.0, 'Pt': 25.0}","{'Ni': 66.66666666666666, 'Pt': 33.33333333333333}",Tetragonal,I4mmm,-0.386474609375,-0.36478312
mp-12107_H_1_100,mp-12107,TiPt3,100,True,"{'Pt': 75.0, 'Ti': 25.0}","{'Pt': 75.0, 'Ti': 25.0}",Cubic,Pm3m,-0.2890625,-0.28738882
mp-12110_H_0_100,mp-12110,RuTa,100,True,"{'Ru': 50.0, 'Ta': 50.0}","{'Ru': 50.0, 'Ta': 50.0}",Cubic,Pm3m,-0.320068359375,-0.3550059
mp-949_H_0_100,mp-949,Co2Pt2,100,True,"{'Co': 50.0, 'Pt': 50.0}","{'Co': 50.0, 'Pt': 50.0}",Tetragonal,P4mmm,-0.323974609375,-0.3041442
mp-1089_H_1_100,mp-1089,TiIr3,100,True,"{'Ir': 75.0, 'Ti': 25.0}","{'Ir': 75.0, 'Ti': 25.0}",Cubic,Pm3m,-0.395751953125,-0.39660196
mp-432_H_1_100,mp-432,NbRu,100,True,"{'Nb': 50.0, 'Ru': 50.0}","{'Nb': 50.0, 'Ru': 50.0}",Tetragonal,P4mmm,-0.294189453125,-0.27700964
mp-20112_H_3_100,mp-20112,Ni6Sn2,100,True,"{'Ni': 75.0, 'Sn': 25.0}","{'Ni': 50.0, 'Sn': 50.0}",Hexagonal,P63mmc,-0.1923828125,-0.22296345
mp-1521_H_0_100,mp-1521,Mo6Sb14,100,True,"{'Mo': 30.0, 'Sb': 70.0}","{'Mo': 38.46153846153847, 'Sb': 61.53846153846154}",Cubic,Im3m,-0.19287109375,-0.0327882
mp-1225009_H_0_100,mp-1225009,Fe6Ni4,100,True,"{'Fe': 60.0, 'Ni': 40.0}","{'Fe': 60.0, 'Ni': 40.0}",Tetragonal,P4mmm,-0.385009765625,-0.40790709
mp-1225009_H_1_100,mp-1225009,Fe6Ni4,100,True,"{'Fe': 60.0, 'Ni': 40.0}","{'Fe': 60.0, 'Ni': 40.0}",Tetragonal,P4mmm,-0.394287109375,-0.43467052
mp-22344_H_0_100,mp-22344,Ru6Sn14,100,True,"{'Ru': 30.0, 'Sn': 70.0}","{'Ru': 38.46153846153847, 'Sn': 61.53846153846154}",Cubic,Im3m,-0.280029296875,-0.38796812
mp-20382_H_7_100,mp-20382,Ti12Sn10,100,True,"{'Sn': 45.45454545454545, 'Ti': 54.54545454545454}","{'Sn': 44.44444444444444, 'Ti': 55.55555555555556}",Hexagonal,P63mmc,-0.401123046875,-0.47345207
mp-11798_H_1_100,mp-11798,Fe6Pt2,100,True,"{'Fe': 75.0, 'Pt': 25.0}","{'Fe': 75.0, 'Pt': 25.0}",Tetragonal,P4mmm,-0.272216796875,-0.26684712
mp-30846_H_2_100,mp-30846,Sn6Pt4,100,True,"{'Pt': 40.0, 'Sn': 60.0}","{'Pt': 50.0, 'Sn': 50.0}",Hexagonal,P63mmc,-0.324462890625,-0.32148429
mp-12086_H_0_100,mp-12086,Cu3Pt,100,True,"{'Cu': 75.0, 'Pt': 25.0}","{'Cu': 75.0, 'Pt': 25.0}",Cubic,Pm3m,-0.294921875,-0.31599084
mp-823_H_1_100,mp-823,TiCo,100,True,"{'Co': 50.0, 'Ti': 50.0}","{'Co': 50.0, 'Ti': 50.0}",Cubic,Pm3m,-0.35009765625,-0.3536424
mp-571_H_0_100,mp-571,TiNi,100,True,"{'Ni': 50.0, 'Ti': 50.0}","{'Ni': 50.0, 'Ti': 50.0}",Cubic,Pm3m,-0.351806640625,-0.32659728
mp-22344_H_1_100,mp-22344,Ru6Sn14,100,True,"{'Ru': 30.0, 'Sn': 70.0}","{'Ru': 38.46153846153847, 'Sn': 61.53846153846154}",Cubic,Im3m,-0.140625,-0.03340189
mp-11501_H_1_100,mp-11501,MnNi3,100,True,"{'Mn': 25.0, 'Ni': 75.0}","{'Mn': 25.0, 'Ni': 75.0}",Cubic,Pm3m,-0.381591796875,-0.38073167
